id,sourceId,title,url,isPersian,isExpired,reshotTime,expireTime,locations,workTypes,salary,gender,tags,bookmarkedDate,elasticScore,itemIndex,jobPostCategories,isConvertToKarboard,companyFaName,isRecommendationResult,provinceMatchCity,contactInfo,normalizeSalaryMin,normalizeSalaryMax,paymentMethod,district,lastReactivateTime,userInfo.isBookmarked,company.hasPicture,company.companyLogo,company.id,company.titleFa,company.titleEn,jobBoard.organizationColor,jobBoard.id,jobBoard.titleFa,jobBoard.titleEn,activationTime.passedDays,activationTime.beautifyFa,activationTime.beautifyEn,activationTime.date,companyDetailsSummary.id,companyDetailsSummary.name.titleFa,companyDetailsSummary.name.titleEn,companyDetailsSummary.about.titleFa,companyDetailsSummary.about.titleEn,companyDetailsSummary.logo,companyDetailsSummary.url,companyDetailsSummary.jobPostCount,companyDetailsSummary.activeJobPostCount,companyDetailsSummary.hasRedirection,companyDetailsSummary.companyEstablishmentYear
26584646,,به چند نفر جهت تولیدی لوستر نیازمندیم,https://www.sheypoor.com/v/به-چند-نفر-جهت-تولیدی-لوستر-نیازمندیم-452519427.html,True,False,,0001-01-01T00:00:00,"[{'province': {'urlParameter': 'tehran-cities', 'order': 0, 'parentId': None, 'id': 9, 'titleFa': 'تهران', 'titleEn': 'Tehran'}, 'city': {'urlParameter': 'varamin', 'order': 0, 'parentId': None, 'id': 195, 'titleFa': 'ورامین', 'titleEn': 'varamin'}, 'country': {'titleFa': 'ایران', 'titleEn': 'Iran'}}]","[{'id': 1, 'titleFa': 'تمام وقت', 'titleEn': 'Full time'}]",12 تا 18 میلیون تومان,3,[],,0,4001,,,,False,False,,12000000.0,18000000.0,ماهانه,,,False,False,,0,,,#0084FF,5,شیپور,Sheypoor,1,دیروز,Yesterday,2025-06-07T19:43:10.82,0,,,,,,,0,0,False,
26648054,,نیازمند پرستار خانوم,https://www.sheypoor.com/v/نیازمند-پرستار-خانوم-452743373.html,True,False,,0001-01-01T00:00:00,"[{'province': {'urlParameter': 'kermanshah-cities', 'order': 0, 'parentId': None, 'id': 23, 'titleFa': 'کرمانشاه', 'titleEn': 'Kermanshah'}, 'city': {'urlParameter': 'kermanshah', 'order': 0, 'parentId': None, 'id': 532, 'titleFa': 'کرمانشاه', 'titleEn': 'kermanshah'}, 'country': {'titleFa': 'ایران', 'titleEn': 'Iran'}}]","[{'id': 2, 'titleFa': 'پاره وقت', 'titleEn': 'Part time'}]",توافقی,2,['پاره وقت'],,0,4002,"[{'parentId': None, 'seoOrder': None, 'children': [], 'urlParameter': 'all-Medical', 'order': 58, 'id': 18, 'titleFa': 'درمان / پزشکی / سلامت', 'titleEn': 'Medical'}, {'parentId': 18, 'seoOrder': None, 'children': [], 'urlParameter': 'nurse', 'order': 0, 'id': 145, 'titleFa': 'پرستار', 'titleEn': 'Nurse'}]",,,False,True,,0.0,0.0,ماهانه,,,False,False,,0,,,#0084FF,5,شیپور,Sheypoor,1,دیروز,Yesterday,2025-06-07T19:43:10.817,0,,,,,,,0,0,False,
26660793,,آشپزایرانی,https://www.sheypoor.com/v/آشپزایرانی-452799182.html,True,False,,0001-01-01T00:00:00,"[{'province': {'urlParameter': 'mazandaran-cities', 'order': 0, 'parentId': None, 'id': 28, 'titleFa': 'مازندران', 'titleEn': 'Mazandaran'}, 'city': {'urlParameter': 'izadshahr', 'order': 0, 'parentId': None, 'id': 645, 'titleFa': 'ایزدشهر', 'titleEn': 'izadshahr'}, 'country': {'titleFa': 'ایران', 'titleEn': 'Iran'}}]","[{'id': 1, 'titleFa': 'تمام وقت', 'titleEn': 'Full time'}]",توافقی,1,[],,0,4003,,,,False,False,,0.0,0.0,ماهانه,,,False,False,,0,,,#0084FF,5,شیپور,Sheypoor,1,دیروز,Yesterday,2025-06-07T19:43:10.813,0,,,,,,,0,0,False,
26660837,,کار در گلخانه خیار,https://www.sheypoor.com/v/کار-در-گلخانه-خیار-452799025.html,True,False,,0001-01-01T00:00:00,"[{'province': {'urlParameter': 'isfahan-cities', 'order': 0, 'parentId': None, 'id': 5, 'titleFa': 'اصفهان', 'titleEn': 'Isfahan'}, 'city': {'urlParameter': 'dorcheh', 'order': 0, 'parentId': None, 'id': 831, 'titleFa': 'درچه', 'titleEn': 'dorcheh'}, 'country': {'titleFa': 'ایران', 'titleEn': 'Iran'}}]","[{'id': 1, 'titleFa': 'تمام وقت', 'titleEn': 'Full time'}]",8 تا 12 میلیون تومان,1,[],,0,4004,,,,False,False,,8000000.0,12000000.0,ماهانه,,,False,False,,0,,,#0084FF,5,شیپور,Sheypoor,1,دیروز,Yesterday,2025-06-07T19:43:10.813,0,,,,,,,0,0,False,
26660814,,دادزن برای لوازم آرایشی و بهداشتی,https://www.sheypoor.com/v/دادزن-برای-لوازم-آرایشی-بهداشتی-452798815.html,True,False,,0001-01-01T00:00:00,"[{'province': {'urlParameter': 'alborz-cities', 'order': 0, 'parentId': None, 'id': 6, 'titleFa': 'البرز', 'titleEn': 'Alborz'}, 'city': {'urlParameter': 'karaj', 'order': 0, 'parentId': None, 'id': 134, 'titleFa': 'کرج', 'titleEn': 'karaj'}, 'country': {'titleFa': 'ایران', 'titleEn': 'Iran'}}]",,توافقی,2,[],,0,4005,,,,False,False,,0.0,0.0,ماهانه,,,False,False,,0,,,#0084FF,5,شیپور,Sheypoor,1,دیروز,Yesterday,2025-06-07T19:43:10.813,0,,,,,,,0,0,False,
26660791,,سرایدار و نظافتچی دفتر کارخانه آذرتاک بناب,https://www.sheypoor.com/v/سرایدار-نظافتچی-دفتر-کارخانه-آذرتاک-بناب-452799023.html,True,False,,0001-01-01T00:00:00,"[{'province': {'urlParameter': 'azarbayjan-sharghi-cities', 'order': 0, 'parentId': None, 'id': 2, 'titleFa': 'آذربایجان شرقی', 'titleEn': 'Azarbayjan Sharghi'}, 'city': {'urlParameter': 'bonab', 'order': 0, 'parentId': None, 'id': 5, 'titleFa': 'بناب', 'titleEn': 'bonab'}, 'country': {'titleFa': 'ایران', 'titleEn': 'Iran'}}]","[{'id': 1, 'titleFa': 'تمام وقت', 'titleEn': 'Full time'}]",توافقی,2,[],,0,4006,,,,False,False,,0.0,0.0,ماهانه,,,False,False,,0,,,#0084FF,5,شیپور,Sheypoor,1,دیروز,Yesterday,2025-06-07T19:43:10.813,0,,,,,,,0,0,False,
26660835,,استخدام راننده پایه یک,https://www.sheypoor.com/v/استخدام-راننده-پایه-یک-452798472.html,True,False,,0001-01-01T00:00:00,"[{'province': {'urlParameter': 'fars-cities', 'order': 0, 'parentId': None, 'id': 18, 'titleFa': 'فارس', 'titleEn': 'Fars'}, 'city': {'urlParameter': 'shiraz', 'order': 0, 'parentId': None, 'id': 419, 'titleFa': 'شیراز', 'titleEn': 'shiraz'}, 'country': {'titleFa': 'ایران', 'titleEn': 'Iran'}}]","[{'id': 2, 'titleFa': 'پاره وقت', 'titleEn': 'Part time'}]",مطابق با وزارت کار,1,['پاره وقت'],,0,4007,"[{'parentId': None, 'seoOrder': None, 'children': [], 'urlParameter': 'all-Logistic', 'order': 13, 'id': 41, 'titleFa': 'راننده / پیک / مسئول توزیع', 'titleEn': 'Logistic'}, {'parentId': 41, 'seoOrder': None, 'children': [], 'urlParameter': 'first-class-driver', 'order': 0, 'id': 250, 'titleFa': 'راننده پایه یک', 'titleEn': 'First Class Driver'}]",,,False,False,,9466184.0,9466184.0,ماهانه,,,False,False,,0,,,#0084FF,5,شیپور,Sheypoor,1,دیروز,Yesterday,2025-06-07T19:43:10.813,0,,,,,,,0,0,False,
26660812,,دوزنده نیمه ماهر جهت کار در تولیدی,https://www.sheypoor.com/v/دوزنده-نیمه-ماهر-جهت-کار-در-تولیدی-452798864.html,True,False,,0001-01-01T00:00:00,"[{'province': {'urlParameter': 'mazandaran-cities', 'order': 0, 'parentId': None, 'id': 28, 'titleFa': 'مازندران', 'titleEn': 'Mazandaran'}, 'city': {'urlParameter': 'sari', 'order': 0, 'parentId': None, 'id': 633, 'titleFa': 'ساری', 'titleEn': 'sari'}, 'country': {'titleFa': 'ایران', 'titleEn': 'Iran'}}]","[{'id': 2, 'titleFa': 'پاره وقت', 'titleEn': 'Part time'}]",5 تا 8 میلیون تومان,3,['پاره وقت'],,0,4008,,,,False,False,,5000000.0,8000000.0,ماهانه,,,False,False,,0,,,#0084FF,5,شیپور,Sheypoor,1,دیروز,Yesterday,2025-06-07T19:43:10.813,0,,,,,,,0,0,False,
26660789,,به عنوان کارگر نگهبان,https://www.sheypoor.com/v/به-عنوان-کارگر-نگهبان-452799052.html,True,False,,0001-01-01T00:00:00,"[{'province': {'urlParameter': 'mazandaran-cities', 'order': 0, 'parentId': None, 'id': 28, 'titleFa': 'مازندران', 'titleEn': 'Mazandaran'}, 'city': {'urlParameter': 'chaloos', 'order': 0, 'parentId': None, 'id': 629, 'titleFa': 'چالوس', 'titleEn': 'chaloos'}, 'country': {'titleFa': 'ایران', 'titleEn': 'Iran'}}]","[{'id': 1, 'titleFa': 'تمام وقت', 'titleEn': 'Full time'}]",18 تا 25 میلیون تومان,3,[],,0,4009,,,,False,False,,18000000.0,25000000.0,ماهانه,,,False,False,,0,,,#0084FF,5,شیپور,Sheypoor,1,دیروز,Yesterday,2025-06-07T19:43:10.813,0,,,,,,,0,0,False,
26660810,,بازاریاب مواد غذایی,https://www.sheypoor.com/v/بازاریاب-مواد-غذایی-452798586.html,True,False,,0001-01-01T00:00:00,"[{'province': {'urlParameter': 'azarbayjan-gharbi-cities', 'order': 0, 'parentId': None, 'id': 3, 'titleFa': 'آذربایجان غربی', 'titleEn': 'Azarbayjan Gharbi'}, 'city': {'urlParameter': 'oroomieh', 'order': 0, 'parentId': None, 'id': 34, 'titleFa': 'ارومیه', 'titleEn': 'oroomieh'}, 'country': {'titleFa': 'ایران', 'titleEn': 'Iran'}}]","[{'id': 1, 'titleFa': 'تمام وقت', 'titleEn': 'Full time'}]",از 25 میلیون تومان,3,[],,0,4010,"[{'parentId': None, 'seoOrder': None, 'children': [], 'urlParameter': 'visitor', 'order': 3, 'id': 109, 'titleFa': 'بازاریاب / ویزیتور / پروموتر', 'titleEn': 'Marketer / Visitor / Prompt'}]",,,False,False,,25000000.0,,ماهانه,,,False,False,,0,,,#0084FF,5,شیپور,Sheypoor,1,دیروز,Yesterday,2025-06-07T19:43:10.813,0,,,,,,,0,0,False,
