id,sourceId,title,url,isPersian,isExpired,reshotTime,expireTime,locations,workTypes,salary,gender,tags,bookmarkedDate,elasticScore,itemIndex,jobPostCategories,isConvertToKarboard,companyFaName,isRecommendationResult,provinceMatchCity,contactInfo,normalizeSalaryMin,normalizeSalaryMax,paymentMethod,district,lastReactivateTime,userInfo.isBookmarked,company.hasPicture,company.companyLogo,company.id,company.titleFa,company.titleEn,jobBoard.organizationColor,jobBoard.id,jobBoard.titleFa,jobBoard.titleEn,activationTime.passedDays,activationTime.beautifyFa,activationTime.beautifyEn,activationTime.date,companyDetailsSummary.id,companyDetailsSummary.name.titleFa,companyDetailsSummary.name.titleEn,companyDetailsSummary.about.titleFa,companyDetailsSummary.about.titleEn,companyDetailsSummary.logo,companyDetailsSummary.url,companyDetailsSummary.jobPostCount,companyDetailsSummary.activeJobPostCount,companyDetailsSummary.hasRedirection,companyDetailsSummary.companyEstablishmentYear
26575675,,کارگر آقا ماهر (تولید مواد غذایی),https://divar.ir/v/%DA%A9%D8%A7%D8%B1%DA%AF%D8%B1-%D8%A2%D9%82%D8%A7-%D9%85%D8%A7%D9%87%D8%B1-%28%D8%AA%D9%88%D9%84%DB%8C%D8%AF-%D9%85%D9%88%D8%A7%D8%AF-%D8%BA%D8%B0%D8%A7%DB%8C%DB%8C%29/Aax0nYAr,True,False,,0001-01-01T00:00:00,"[{'province': {'urlParameter': 'ghazvin-cities', 'order': 0, 'parentId': None, 'id': 19, 'titleFa': 'قزوین', 'titleEn': 'Ghazvin'}, 'city': {'urlParameter': 'takestan', 'order': 0, 'parentId': None, 'id': 466, 'titleFa': 'تاکستان', 'titleEn': 'takestan'}, 'country': {'titleFa': 'ایران', 'titleEn': 'Iran'}}]","[{'id': 1, 'titleFa': 'تمام وقت', 'titleEn': 'Full time'}]",مطابق با وزارت کار,1,['بدون نیاز به سابقه'],,0,5001,"[{'parentId': None, 'seoOrder': None, 'children': [], 'urlParameter': 'all-Skilled', 'order': 10, 'id': 31, 'titleFa': 'تکنسین فنی / تعمیرکار / کارگر ماهر / نصاب', 'titleEn': 'Skilled'}, {'parentId': 31, 'seoOrder': None, 'children': [], 'urlParameter': 'skilled-worker', 'order': 0, 'id': 222, 'titleFa': 'کارگر ماهر', 'titleEn': 'Skilled Worker'}]",,,False,False,,9466184.0,9466184.0,ماهانه,,,False,False,,0,,,#A22A2A,1,دیوار,Divar,1,دیروز,Yesterday,2025-06-07T17:49:33.813,0,,,,,,,0,0,False,
26577133,,نیازمند کارگر خانم ماهر در کار گلخانه,https://divar.ir/v/%D9%86%DB%8C%D8%A7%D8%B2%D9%85%D9%86%D8%AF-%DA%A9%D8%A7%D8%B1%DA%AF%D8%B1-%D8%AE%D8%A7%D9%86%D9%85-%D9%85%D8%A7%D9%87%D8%B1-%D8%AF%D8%B1-%DA%A9%D8%A7%D8%B1-%DA%AF%D9%84%D8%AE%D8%A7%D9%86%D9%87/AayIhbHi,True,False,,0001-01-01T00:00:00,"[{'province': {'urlParameter': 'ghazvin-cities', 'order': 0, 'parentId': None, 'id': 19, 'titleFa': 'قزوین', 'titleEn': 'Ghazvin'}, 'city': {'urlParameter': 'takestan', 'order': 0, 'parentId': None, 'id': 466, 'titleFa': 'تاکستان', 'titleEn': 'takestan'}, 'country': {'titleFa': 'ایران', 'titleEn': 'Iran'}}]","[{'id': 1, 'titleFa': 'تمام وقت', 'titleEn': 'Full time'}]",,2,[],,0,5002,"[{'parentId': None, 'seoOrder': None, 'children': [], 'urlParameter': 'all-Skilled', 'order': 10, 'id': 31, 'titleFa': 'تکنسین فنی / تعمیرکار / کارگر ماهر / نصاب', 'titleEn': 'Skilled'}, {'parentId': 31, 'seoOrder': None, 'children': [], 'urlParameter': 'skilled-worker', 'order': 0, 'id': 222, 'titleFa': 'کارگر ماهر', 'titleEn': 'Skilled Worker'}]",,,False,False,,,,توافقی,,,False,False,,0,,,#A22A2A,1,دیوار,Divar,1,دیروز,Yesterday,2025-06-07T17:49:33.81,0,,,,,,,0,0,False,
26580966,,نیروی خدماتی خانم,https://divar.ir/v/%D9%86%DB%8C%D8%B1%D9%88%DB%8C-%D8%AE%D8%AF%D9%85%D8%A7%D8%AA%DB%8C-%D8%AE%D8%A7%D9%86%D9%85/AayQNU5T,True,False,,0001-01-01T00:00:00,"[{'province': {'urlParameter': 'ghazvin-cities', 'order': 0, 'parentId': None, 'id': 19, 'titleFa': 'قزوین', 'titleEn': 'Ghazvin'}, 'city': {'urlParameter': 'takestan', 'order': 0, 'parentId': None, 'id': 466, 'titleFa': 'تاکستان', 'titleEn': 'takestan'}, 'country': {'titleFa': 'ایران', 'titleEn': 'Iran'}}]","[{'id': 1, 'titleFa': 'تمام وقت', 'titleEn': 'Full time'}]",مطابق با وزارت کار,2,['بدون نیاز به سابقه'],,0,5003,"[{'parentId': None, 'seoOrder': None, 'children': [], 'urlParameter': 'all-Workers', 'order': 8, 'id': 60, 'titleFa': 'کارگر', 'titleEn': 'Workers'}, {'parentId': 60, 'seoOrder': None, 'children': [], 'urlParameter': 'maid', 'order': 0, 'id': 326, 'titleFa': 'خدمات / نظافت', 'titleEn': 'Maid'}]",,,False,False,,9466184.0,9466184.0,ماهانه,,,False,False,,0,,,#A22A2A,1,دیوار,Divar,1,دیروز,Yesterday,2025-06-07T17:49:33.8,0,,,,,,,0,0,False,
26580335,,کمک حسابدارخانم آشنا به رایانه,https://divar.ir/v/%DA%A9%D9%85%DA%A9-%D8%AD%D8%B3%D8%A7%D8%A8%D8%AF%D8%A7%D8%B1%D8%AE%D8%A7%D9%86%D9%85-%D8%A2%D8%B4%D9%86%D8%A7-%D8%A8%D9%87-%D8%B1%D8%A7%DB%8C%D8%A7%D9%86%D9%87/AayccOzq,True,False,,0001-01-01T00:00:00,"[{'province': {'urlParameter': 'ghazvin-cities', 'order': 0, 'parentId': None, 'id': 19, 'titleFa': 'قزوین', 'titleEn': 'Ghazvin'}, 'city': {'urlParameter': 'takestan', 'order': 0, 'parentId': None, 'id': 466, 'titleFa': 'تاکستان', 'titleEn': 'takestan'}, 'country': {'titleFa': 'ایران', 'titleEn': 'Iran'}}]","[{'id': 2, 'titleFa': 'پاره وقت', 'titleEn': 'Part time'}]",6 تا 6 میلیون تومان,2,['پاره وقت'],,0,5004,"[{'parentId': None, 'seoOrder': None, 'children': [], 'urlParameter': 'all-Financial', 'order': 24, 'id': 61, 'titleFa': 'مالی / حسابداری / بازار مالی و سرمایه', 'titleEn': 'Financial'}, {'parentId': 61, 'seoOrder': None, 'children': [], 'urlParameter': 'accountant', 'order': 0, 'id': 333, 'titleFa': 'حسابدار', 'titleEn': 'Accountant'}]",,,False,False,,6000000.0,6000000.0,ماهانه,,,False,False,,0,,,#A22A2A,1,دیوار,Divar,1,دیروز,Yesterday,2025-06-07T17:49:33.797,0,,,,,,,0,0,False,
26636604,,باغداری ونگهبانی تمام وقت,https://divar.ir/v/%D8%A8%D8%A7%D8%BA%D8%AF%D8%A7%D8%B1%DB%8C-%D9%88%D9%86%DA%AF%D9%87%D8%A8%D8%A7%D9%86%DB%8C-%D8%AA%D9%85%D8%A7%D9%85-%D9%88%D9%82%D8%AA/AasMqRko,True,False,,0001-01-01T00:00:00,"[{'province': {'urlParameter': 'khorasan-shomali-cities', 'order': 0, 'parentId': None, 'id': 13, 'titleFa': 'خراسان شمالی', 'titleEn': 'Khorasan Shomali'}, 'city': {'urlParameter': 'ashkhaneh', 'order': 0, 'parentId': None, 'id': 293, 'titleFa': 'اشخانه', 'titleEn': 'ashkhaneh'}, 'country': {'titleFa': 'ایران', 'titleEn': 'Iran'}}]","[{'id': 1, 'titleFa': 'تمام وقت', 'titleEn': 'Full time'}]",9 تا 11 میلیون تومان,3,[],,0,5005,,,,False,False,,9000000.0,11000000.0,ماهانه,,,False,False,,0,,,#A22A2A,1,دیوار,Divar,1,دیروز,Yesterday,2025-06-07T17:49:33.79,0,,,,,,,0,0,False,
26646817,,استخدام کارگر آبمیوه‌فروشی,https://divar.ir/v/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%DA%AF%D8%B1-%D8%A2%D8%A8%D9%85%DB%8C%D9%88%D9%87%E2%80%8C%D9%81%D8%B1%D9%88%D8%B4%DB%8C/Aa-grJaM,True,False,,0001-01-01T00:00:00,"[{'province': {'urlParameter': 'mazandaran-cities', 'order': 0, 'parentId': None, 'id': 28, 'titleFa': 'مازندران', 'titleEn': 'Mazandaran'}, 'city': {'urlParameter': 'salmanshahr', 'order': 0, 'parentId': None, 'id': 634, 'titleFa': 'سلمان\u200cشهر', 'titleEn': 'salmanshahr'}, 'country': {'titleFa': 'ایران', 'titleEn': 'Iran'}}]","[{'id': 2, 'titleFa': 'پاره وقت', 'titleEn': 'Part time'}]",از 15 میلیون تومان,2,"['بدون نیاز به سابقه', 'پاره وقت']",,0,5006,"[{'parentId': None, 'seoOrder': None, 'children': [], 'urlParameter': 'all-Workers', 'order': 8, 'id': 60, 'titleFa': 'کارگر', 'titleEn': 'Workers'}, {'parentId': 60, 'seoOrder': None, 'children': [], 'urlParameter': 'worker', 'order': 0, 'id': 323, 'titleFa': 'کارگر ساده', 'titleEn': 'Worker'}]",,,False,False,,15000000.0,,ماهانه,,,False,False,,0,,,#A22A2A,1,دیوار,Divar,1,دیروز,Yesterday,2025-06-07T17:48:58.683,0,,,,,,,0,0,False,
26638543,,استخدام مشاور املاک جهت همکاری(هاشمیه),https://divar.ir/v/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%B4%D8%A7%D9%88%D8%B1-%D8%A7%D9%85%D9%84%D8%A7%DA%A9-%D8%AC%D9%87%D8%AA-%D9%87%D9%85%DA%A9%D8%A7%D8%B1%DB%8C%28%D9%87%D8%A7%D8%B4%D9%85%DB%8C%D9%87%29/AaANaXYK,True,False,,0001-01-01T00:00:00,"[{'province': {'urlParameter': 'khorasan-razavi-cities', 'order': 0, 'parentId': None, 'id': 12, 'titleFa': 'خراسان رضوی', 'titleEn': 'Khorasan Razavi'}, 'city': {'urlParameter': 'mashhad', 'order': 0, 'parentId': None, 'id': 275, 'titleFa': 'مشهد', 'titleEn': 'mashhad'}, 'country': {'titleFa': 'ایران', 'titleEn': 'Iran'}}]","[{'id': 1, 'titleFa': 'تمام وقت', 'titleEn': 'Full time'}]",,2,[],,0,5007,"[{'parentId': None, 'seoOrder': None, 'children': [], 'urlParameter': 'real-estate', 'order': 76, 'id': 103, 'titleFa': 'مشاور املاک', 'titleEn': 'Real Estate Advisor'}]",,,False,False,,,,پورسانتی/درصدی,کوثر,,False,False,,0,,,#A22A2A,1,دیوار,Divar,1,دیروز,Yesterday,2025-06-07T17:48:57.397,0,,,,,,,0,0,False,
26506151,,کارشناس فروش آنلاین و ادمین,https://divar.ir/v/%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%86%D9%84%D8%A7%DB%8C%D9%86-%D9%88-%D8%A7%D8%AF%D9%85%DB%8C%D9%86/Aaw8zY05,True,False,,0001-01-01T00:00:00,"[{'province': {'urlParameter': 'khorasan-razavi-cities', 'order': 0, 'parentId': None, 'id': 12, 'titleFa': 'خراسان رضوی', 'titleEn': 'Khorasan Razavi'}, 'city': {'urlParameter': 'mashhad', 'order': 0, 'parentId': None, 'id': 275, 'titleFa': 'مشهد', 'titleEn': 'mashhad'}, 'country': {'titleFa': 'ایران', 'titleEn': 'Iran'}}]","[{'id': 1, 'titleFa': 'تمام وقت', 'titleEn': 'Full time'}]",12 تا 15 میلیون تومان,2,[],,0,5008,"[{'parentId': None, 'seoOrder': None, 'children': [], 'urlParameter': 'all-Sale', 'order': 6, 'id': 53, 'titleFa': 'فروش و بازاریابی - کارشناس و مدیر', 'titleEn': 'Sale'}, {'parentId': 53, 'seoOrder': None, 'children': [], 'urlParameter': 'sales-and-marketing-expert', 'order': 0, 'id': 302, 'titleFa': 'کارشناس فروش و بازاریابی', 'titleEn': 'Sales And Marketing Specialist'}]",,,False,False,,12000000.0,15000000.0,ماهانه,هفده شهریور,,False,False,,0,,,#A22A2A,1,دیوار,Divar,1,دیروز,Yesterday,2025-06-07T17:48:57.393,0,,,,,,,0,0,False,
26660493,,دعوت ب همکاری,https://divar.ir/v/%D8%AF%D8%B9%D9%88%D8%AA-%D8%A8-%D9%87%D9%85%DA%A9%D8%A7%D8%B1%DB%8C/AaE1200M,True,False,,0001-01-01T00:00:00,"[{'province': {'urlParameter': 'khorasan-razavi-cities', 'order': 0, 'parentId': None, 'id': 12, 'titleFa': 'خراسان رضوی', 'titleEn': 'Khorasan Razavi'}, 'city': {'urlParameter': 'mashhad', 'order': 0, 'parentId': None, 'id': 275, 'titleFa': 'مشهد', 'titleEn': 'mashhad'}, 'country': {'titleFa': 'ایران', 'titleEn': 'Iran'}}]","[{'id': 2, 'titleFa': 'پاره وقت', 'titleEn': 'Part time'}]",,2,"['دورکاری', 'بدون نیاز به سابقه', 'پاره وقت']",,0,5009,,,,False,False,,,,پورسانتی/درصدی,وکیل‌آباد,,False,False,,0,,,#A22A2A,1,دیوار,Divar,1,دیروز,Yesterday,2025-06-07T17:48:57.39,0,,,,,,,0,0,False,
26640645,,همکار در حوزه اموزشی,https://divar.ir/v/%D9%87%D9%85%DA%A9%D8%A7%D8%B1-%D8%AF%D8%B1-%D8%AD%D9%88%D8%B2%D9%87-%D8%A7%D9%85%D9%88%D8%B2%D8%B4%DB%8C/Aa-QvzuJ,True,False,,0001-01-01T00:00:00,"[{'province': {'urlParameter': 'markazi-cities', 'order': 0, 'parentId': None, 'id': 29, 'titleFa': 'مرکزی', 'titleEn': 'Markazi'}, 'city': {'urlParameter': 'arak', 'order': 0, 'parentId': None, 'id': 662, 'titleFa': 'اراک', 'titleEn': 'arak'}, 'country': {'titleFa': 'ایران', 'titleEn': 'Iran'}}]",,,3,['دورکاری'],,0,5010,,,,False,False,,,,توافقی,,,False,False,,0,,,#A22A2A,1,دیوار,Divar,1,دیروز,Yesterday,2025-06-07T17:48:54.197,0,,,,,,,0,0,False,
